STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,04-01-2010 21:51,FM-15,FEW:02 250,10,,23,-5,19,-7.1,9,-12.8,55,17,320,,29.74,1,,29.76,0,29.76,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,04-01-2010 22:00,FM-12,,9.94,,23,-5,19,-7.1,9,-12.8,55,17,320,,29.73,1,-0.02,29.76,,,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,04-01-2010 22:51,FM-15,FEW:02 48,10,,22,-5.6,18,-7.6,8,-13.3,55,18,320,24,29.74,,,29.76,0,29.76,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,04-01-2010 23:51,FM-15,FEW:02 42,10,,22,-5.6,19,-7.5,9,-12.8,57,16,310,,29.73,,,29.75,0,29.75,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,04-01-2010 23:59,SOD,,,,,,,,,,,,,,,,,,,,32,20,26,-7.3,52,9,20,39,0,719,1642,,0,0,0,29.67,29.71,17.7,31,310,24,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 00:51,FM-15,FEW:02 40,10,,21,-6.1,18,-7.9,9,-12.8,59,14,310,22,29.73,8,,29.75,0,29.75,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 01:00,FM-12,,9.94,,21,-6.1,18,-7.9,9,-12.8,59,14,310,,29.72,8,0.01,29.75,,,25,20,22,-11.2,,,,43,0,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 01:51,FM-15,FEW:02 40,10,,21,-6.1,18,-7.9,9,-12.8,59,13,310,,29.73,,,29.75,0,29.75,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 02:51,FM-15,BKN:07 41,10,,22,-5.6,19,-7.4,10,-12.2,60,14,310,,29.74,,,29.76,0,29.76,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 03:51,FM-15,BKN:07 43,10,,23,-5,19,-7.1,9,-12.8,55,15,310,,29.73,0,,29.75,0,29.75,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 04:00,FM-12,,9.94,,23,-5,19,-7.1,9,-12.8,55,15,310,,29.72,0,-0.01,29.75,,,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 04:51,FM-15,OVC:08 37,10,,23,-5,19,-7.1,9,-12.8,55,17,320,,29.73,,,29.75,0,29.75,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 05:51,FM-15,OVC:08 41,10,,23,-5,19,-7.1,9,-12.8,55,11,320,,29.74,,,29.75,0,29.76,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 06:51,FM-15,BKN:07 45,10,,22,-5.6,19,-7.5,9,-12.8,57,15,320,,29.74,3,,29.76,0,29.76,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 07:00,FM-12,,9.94,,22,-5.6,19,-7.5,9,-12.8,57,15,320,,29.73,3,-0.01,29.76,,,32,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 07:51,FM-15,SCT:04 45 SCT:04 250,10,,22,-5.6,19,-7.4,10,-12.2,60,13,310,,29.74,,,29.76,0,29.76,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 08:51,FM-15,FEW:02 40 SCT:04 60 SCT:04 250,10,,25,-3.9,21,-6.1,11,-11.7,55,14,320,23,29.74,,,29.76,0,29.76,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 09:51,FM-15,FEW:02 45 SCT:04 70 SCT:04 250,10,,27,-2.8,23,-5.2,12,-11.1,53,16,320,,29.74,0,,29.76,0,29.76,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 10:00,FM-12,,9.94,,27,-2.8,23,-5.2,12,-11.1,53,16,320,,29.73,0,0,29.76,,,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 10:51,FM-15,FEW:02 47 SCT:04 70 SCT:04 250,10,,29,-1.7,24,-4.5,12,-11.1,49,18,310,,29.72,,,29.74,0,29.74,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 11:51,FM-15,FEW:02 50 SCT:04 85 SCT:04 250,10,,31,-0.6,25,-3.7,13,-10.6,47,16,300,,29.7,,,29.73,0,29.72,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 12:51,FM-15,FEW:02 50 SCT:04 85 SCT:04 250,10,,32,0,26,-3.3,13,-10.6,45,17,310,25,29.68,8,,29.7,0,29.7,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 13:00,FM-12,,9.94,,32,0,26,-3.3,13,-10.6,45,17,310,,29.67,8,0.06,29.7,,,,22,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 13:51,FM-15,FEW:02 50 SCT:04 100 SCT:04 250,10,,32,0,26,-3.3,13,-10.6,45,18,320,25,29.67,,,29.69,0,29.69,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 14:51,FM-15,FEW:02 50 SCT:04 250,10,,31,-0.6,25,-3.8,12,-11.1,45,20,310,23,29.66,,,29.68,0,29.68,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 15:51,FM-15,FEW:02 50 SCT:04 250,10,,30,-1.1,25,-4.1,12,-11.1,47,15,320,,29.66,5,,29.68,0,29.68,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 16:00,FM-12,,9.94,,30,-1.1,25,-4.1,12,-11.1,47,15,320,,29.65,5,0.02,29.68,,,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 16:51,FM-15,FEW:02 40 SCT:04 100 SCT:04 250,10,,29,-1.7,24,-4.5,12,-11.1,49,14,310,,29.66,,,29.68,0,29.68,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 17:51,FM-15,FEW:02 100 SCT:04 250,10,,28,-2.2,23,-4.9,12,-11.1,51,17,300,24,29.68,,,29.7,0,29.7,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 18:51,FM-15,FEW:02 36,10,,27,-2.8,23,-5.2,12,-11.1,53,13,310,,29.69,3,,29.71,0,29.71,,,,,,,,,,719,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 19:00,FM-12,,9.94,,27,-2.8,23,-5.2,12,-11.1,53,13,310,,29.68,3,-0.02,29.71,,,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 19:51,FM-15,BKN:07 33 BKN:07 60,10,,28,-2.2,23,-4.9,12,-11.1,51,20,320,,29.69,,,29.71,0,29.71,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 20:51,FM-15,FEW:02 33 OVC:08 60,10,,28,-2.2,23,-4.9,12,-11.1,51,21,310,,29.69,,,29.71,0,29.71,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 21:51,FM-15,FEW:02 33 OVC:08 60,10,,28,-2.2,23,-4.9,12,-11.1,51,16,320,23,29.69,1,,29.71,0,29.71,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 22:00,FM-12,,9.94,,28,-2.2,23,-4.9,12,-11.1,51,16,320,,29.68,1,0,29.71,,,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 22:51,FM-15,FEW:02 33 OVC:08 60,10,,27,-2.8,23,-5.2,12,-11.1,53,20,320,26,29.7,,,29.72,0,29.72,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 23:51,FM-15,FEW:02 34 OVC:08 60,10,,27,-2.8,22,-5.4,11,-11.7,51,16,310,23,29.69,,,29.71,0,29.71,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,05-01-2010 23:59,SOD,,,,,,,,,,,,,,,,,,,,32,21,27,-6.2,52,11,22,38,0,719,1643,,0,0,0,29.7,29.72,15.9,30,310,21,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 00:51,FM-15,OVC:08 65,10,,27,-2.8,22,-5.4,11,-11.7,51,17,310,,29.69,8,,29.71,0,29.71,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 01:00,FM-12,,9.94,,27,-2.8,22,-5.4,11,-11.7,51,17,310,,29.68,8,0.01,29.71,,,28,21,25,-8,,,,40,0,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 01:51,FM-15,FEW:02 33 OVC:08 60,10,,27,-2.8,22,-5.4,11,-11.7,51,16,310,,29.69,,,29.71,0,29.71,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 02:51,FM-15,FEW:02 35 OVC:08 60,10,,27,-2.8,23,-5.2,12,-11.1,53,14,300,,29.68,,,29.7,0,29.7,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 03:51,FM-15,FEW:02 32 OVC:08 55,10,,27,-2.8,23,-5.1,13,-10.6,55,15,300,,29.68,8,,29.7,0,29.7,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 04:00,FM-12,,9.94,,27,-2.8,23,-5.1,13,-10.6,55,15,300,,29.67,8,0.01,29.7,,,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 04:51,FM-15,BKN:07 36 OVC:08 55,10,,27,-2.8,23,-5.1,13,-10.6,55,17,310,23,29.67,,,29.69,0,29.69,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 05:51,FM-15,BKN:07 39 OVC:08 60,10,,27,-2.8,23,-5,14,-10,58,20,320,,29.68,,,29.7,0,29.7,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 06:51,FM-15,BKN:07 45,10,,27,-2.8,23,-5,14,-10,58,16,320,23,29.7,3,,29.72,0,29.72,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 07:00,FM-12,,9.94,,27,-2.8,23,-5,14,-10,58,16,320,,29.69,3,-0.02,29.72,,,32,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 07:51,FM-15,FEW:02 45 BKN:07 70,10,,27,-2.8,23,-5,14,-10,58,17,320,,29.71,,,29.73,0,29.73,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 08:51,FM-15,FEW:02 45 BKN:07 60,10,,28,-2.2,23,-4.9,12,-11.1,51,20,330,,29.72,,,29.74,0,29.74,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 09:51,FM-15,FEW:02 47 SCT:04 60 SCT:04 250,10,,31,-0.6,25,-3.6,13,-10.6,47,18,310,25,29.72,0,,29.74,0,29.74,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 10:00,FM-12,,9.94,,31,-0.6,25,-3.6,13,-10.6,47,18,310,,29.71,0,-0.02,29.74,,,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 10:51,FM-15,FEW:02 50 SCT:04 250,10,,32,0,26,-3.3,13,-10.6,45,14,310,23,29.7,,,29.73,0,29.72,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 11:51,FM-15,FEW:02 50 SCT:04 250,10,,33,0.6,27,-2.8,14,-10,45,17,300,24,29.68,,,29.7,0,29.7,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 12:51,FM-15,FEW:02 55 SCT:04 250,10,,34,1.1,27,-2.6,13,-10.6,42,18,320,26,29.66,8,,29.68,0,29.68,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 13:00,FM-12,,9.94,,34,1.1,27,-2.6,13,-10.6,42,18,320,,29.65,8,0.06,29.68,,,,26,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 13:51,FM-15,FEW:02 55 SCT:04 250,10,,35,1.7,28,-2.1,14,-10,42,18,300,,29.65,,,29.68,0,29.67,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 14:51,FM-15,FEW:02 55 SCT:04 250,10,,35,1.7,28,-2.1,14,-10,42,16,330,,29.67,,,29.69,0,29.69,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 15:51,FM-15,SCT:04 250,10,,34,1.1,28,-2.5,14,-10,44,17,320,,29.68,3,,29.7,0,29.7,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 16:00,FM-12,,9.94,,34,1.1,28,-2.5,14,-10,44,17,320,,29.67,3,-0.02,29.7,,,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 16:51,FM-15,FEW:02 150 BKN:07 250,10,,32,0,26,-3.3,13,-10.6,45,23,300,29,29.71,,,29.73,0,29.73,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 17:51,FM-15,FEW:02 55 SCT:04 150 BKN:07 250,10,,31,-0.6,26,-3.5,14,-10,49,21,310,29,29.72,,,29.75,0,29.74,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,06-01-2010 18:51,FM-15,FEW:02 55 SCT:04 150 BKN:07 250,10,,30,-1.1,25,-3.7,15,-9.4,54,22,310,30,29.74,1,,29.76,0,29.76,,,,,,,,,,719,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
